Term,System,Code,Display,Confidence,Match Type
"Influenza",loinc,Influenza vaccine,"Influenza vaccine",0.950,api
"Influenza",loinc,Influenza vaccine,"Influenza vaccine",0.950,api
"Influenza",loinc,Influenza vaccine,"Influenza vaccine",0.950,api
"Tuberculosis",snomed,56717001,"Tuberculosis",0.950,api
"Tuberculosis",snomed,37260006,"Congenital tuberculosis",0.950,api
"Tuberculosis",snomed,235067001,"Oral tuberculosis",0.950,api
"Tuberculosis",snomed,154283005,"Pulmonary tuberculosis",0.950,api
"Tuberculosis",snomed,113861009,"Mycobacterium tuberculosis",0.950,api
"Tuberculosis",loinc,Tuberculosis,"Tuberculosis",0.950,api
"Tuberculosis",loinc,Tuberculosis,"Tuberculosis",0.950,api
"Tuberculosis",loinc,TB status,"TB status",0.950,api
"Tuberculosis",loinc,Bedaquiline Islt SlowMyco,"Bedaquiline Islt SlowMyco",0.950,api
"Tuberculosis",loinc,N-monodesmethyl bedaquiline SerPl-mCnc,"N-monodesmethyl bedaquiline SerPl-mCnc",0.950,api
"Hepatitis B",snomed,442374005,"Hepatitis B and hepatitis C",0.950,api
"Hepatitis B",snomed,551621000124109,"Perinatal hepatitis B",0.950,api
"Hepatitis B",snomed,171122006,"Hepatitis B screening",0.950,api
"Hepatitis B",snomed,81665004,"Hepatitis B virus",0.950,api
"Hepatitis B",snomed,278969009,"Hepatitis B status",0.950,api
"Hepatitis B",loinc,Hepatitis B vaccination received,"Hepatitis B vaccination received",0.950,api
"Hepatitis B",loinc,PhenX - assay for hepatitis B protocol 160401,"PhenX - assay for hepatitis B protocol 160401",0.950,api
"Hepatitis B",loinc,IL28B rs12979860 Bld/T Ql,"IL28B rs12979860 Bld/T Ql",0.950,api
"Hepatitis B",loinc,Hepatitis B virus resistance panel,"Hepatitis B virus resistance panel",0.950,api
"Hepatitis B",loinc,Hepatitis A virus RNA & Parvovirus B19 DNA panel,"Hepatitis A virus RNA & Parvovirus B19 DNA panel",0.950,api
"Hepatitis B",rxnorm,1658150,"1 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injection [Recombivax]",0.950,api
"Hepatitis B",rxnorm,1658155,"0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injection [Recombivax]",0.950,api
"Hepatitis B",rxnorm,1658157,"1 ML hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Engerix-B]",0.950,api
"Hepatitis B",rxnorm,1994352,"0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Injection [Heplisav-B]",0.950,api
"Hepatitis B",rxnorm,2050059,"0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Prefilled Syringe [Heplisav-B]",0.950,api
"Hepatitis C",snomed,442374005,"Hepatitis B and hepatitis C",0.950,api
"Hepatitis C",snomed,50711007,"Viral hepatitis C",0.950,api
"Hepatitis C",snomed,413107006,"Hepatitis C screening",0.950,api
"Hepatitis C",snomed,551611000124101,"Perinatal hepatitis C",0.950,api
"Hepatitis C",snomed,278973007,"Hepatitis C status",0.950,api
"Hepatitis C",loinc,Hepatitis C virus resistance panel,"Hepatitis C virus resistance panel",0.950,api
"Hepatitis C",loinc,PhenX - assay for hepatitis C protocol 160301,"PhenX - assay for hepatitis C protocol 160301",0.950,api
"Hepatitis C",loinc,Hepatitis C virus FibroSURE panel,"Hepatitis C virus FibroSURE panel",0.950,api
"Hepatitis C",loinc,Hepatitis C virus Ab panel,"Hepatitis C virus Ab panel",0.950,api
"Hepatitis C",loinc,Prenatal hepatitis B & C panel,"Prenatal hepatitis B & C panel",0.950,api
"Human immunodeficiency virus infection",snomed,86406008,"Human immunodeficiency virus infection",0.950,api
"Human immunodeficiency virus infection",snomed,81000119104,"Symptomatic human immunodeficiency virus infection",0.950,api
"Human immunodeficiency virus infection",snomed,405631006,"Pediatric human immunodeficiency virus infection",0.950,api
"Human immunodeficiency virus infection",snomed,79019005,"Human immunodeficiency virus II infection",0.950,api
"Human immunodeficiency virus infection",snomed,1142045004,"Primary human immunodeficiency virus infection",0.950,api
"Human immunodeficiency virus infection",loinc,HIV infection,"HIV infection",0.950,api
"Human immunodeficiency virus infection",loinc,Functional assessment of HIV infection questionnaire - version 4,"Functional assessment of HIV infection questionnaire - version 4",0.950,api
"Human immunodeficiency virus infection",loinc,HIV infection in last 30D,"HIV infection in last 30D",0.950,api
"Human immunodeficiency virus infection",loinc,Symptom, Dx, or infect related to HIV Rx,"Symptom, Dx, or infect related to HIV Rx",0.950,api
"Sepsis",snomed,91302008,"Sepsis",0.950,api
"Sepsis",snomed,10001005,"Bacterial sepsis",0.950,api
"Sepsis",snomed,713854001,"Perinatal sepsis",0.950,api
"Sepsis",snomed,698819004,"Postoperative sepsis",0.950,api
"Sepsis",snomed,2858002,"Puerperal sepsis",0.950,api
"Sepsis",loinc,Clinical sepsis symptoms present,"Clinical sepsis symptoms present",0.950,api
"Sepsis",loinc,sCD14-ST SerPlBld IA-mCnc,"sCD14-ST SerPlBld IA-mCnc",0.950,api
"Meningitis",snomed,7180009,"Meningitis",0.950,api
"Meningitis",snomed,822031000000101,"Acute meningitis",0.950,api
"Meningitis",snomed,301086002,"Syphilitic meningitis",0.950,api
"Meningitis",snomed,192673008,"Sarcoid meningitis",0.950,api
"Meningitis",snomed,77645007,"Salmonella meningitis",0.950,api
"Meningitis",loinc,cefTRIAXone Susc Islt.mening,"cefTRIAXone Susc Islt.mening",0.950,api
"Meningitis",loinc,Meningitis+Encephalitis pathogens panel,"Meningitis+Encephalitis pathogens panel",0.950,api
"Meningitis",loinc,Meningitis+Encephalitis pathogens panel,"Meningitis+Encephalitis pathogens panel",0.950,api
"Meningitis",loinc,N men immunization status,"N men immunization status",0.950,api
"Meningitis",loinc,N men Ag Ur Ql,"N men Ag Ur Ql",0.950,api
"Encephalitis",snomed,45170000,"Encephalitis",0.950,api
"Encephalitis",snomed,6955002,"Negishi encephalitis",0.950,api
"Encephalitis",snomed,230183001,"Fungal encephalitis",0.950,api
"Encephalitis",snomed,230185008,"Amebic encephalitis",0.950,api
"Encephalitis",snomed,26135000,"Syphilitic encephalitis",0.950,api
"Encephalitis",loinc,Meningitis+Encephalitis pathogens panel,"Meningitis+Encephalitis pathogens panel",0.950,api
"Encephalitis",loinc,JEV Ab Titr Ser CF,"JEV Ab Titr Ser CF",0.950,api
"Encephalitis",loinc,JEV Ag Spec Ql HAI,"JEV Ag Spec Ql HAI",0.950,api
"Encephalitis",loinc,JEV Ab Ser-aCnc,"JEV Ab Ser-aCnc",0.950,api
"Encephalitis",loinc,JEV Ab Ser HAI-aCnc,"JEV Ab Ser HAI-aCnc",0.950,api
"Otitis media",snomed,65363002,"Otitis media",0.950,api
"Otitis media",snomed,39288006,"Purulent otitis media",0.950,api
"Otitis media",snomed,26169004,"Allergic otitis media",0.950,api
"Otitis media",snomed,16664009,"Malignant otitis media",0.950,api
"Otitis media",snomed,703469002,"Bacterial otitis media",0.950,api
"Otitis media",loinc,PhenX measure - ear infections - otitis media,"PhenX measure - ear infections - otitis media",0.950,api
"Otitis media",loinc,PhenX - ear infections - otitis media protocol 200201,"PhenX - ear infections - otitis media protocol 200201",0.950,api
"Sinusitis",snomed,36971009,"Sinusitis",0.950,api
"Sinusitis",snomed,88348008,"Maxillary sinusitis",0.950,api
"Sinusitis",snomed,703470001,"Bacterial sinusitis",0.950,api
"Sinusitis",snomed,15805002,"Acute sinusitis",0.950,api
"Sinusitis",snomed,195788001,"Recurrent sinusitis",0.950,api
"Pharyngitis",snomed,405737000,"Pharyngitis",0.950,api
"Pharyngitis",snomed,140004,"Chronic pharyngitis",0.950,api
"Pharyngitis",snomed,58031004,"Suppurative pharyngitis",0.950,api
"Pharyngitis",snomed,76651006,"Pneumococcal pharyngitis",0.950,api
"Pharyngitis",snomed,195780008,"Pharyngitis sicca",0.950,api
"Bronchitis",snomed,32398004,"Bronchitis",0.950,api
"Bronchitis",snomed,53926002,"Plastic bronchitis",0.950,api
"Bronchitis",snomed,63480004,"Chronic bronchitis",0.950,api
"Bronchitis",snomed,405720007,"Allergic bronchitis",0.950,api
"Bronchitis",snomed,10509002,"Acute bronchitis",0.950,api
"Bronchitis",loinc,Bronchitis attack first age PhenX,"Bronchitis attack first age PhenX",0.950,api
"Bronchitis",loinc,Bronchitis Dr confirmed PhenX,"Bronchitis Dr confirmed PhenX",0.950,api
"Bronchitis",loinc,Hx parent chronic bronchitis PhenX,"Hx parent chronic bronchitis PhenX",0.950,api
"Bronchitis",loinc,IBV Gentyp Islt PAGE,"IBV Gentyp Islt PAGE",0.950,api
"Bronchitis",loinc,IBV Ab Ser-aCnc,"IBV Ab Ser-aCnc",0.950,api
"Bronchitis",rxnorm,2475840,"mannitol 40 MG Inhalation Powder [Bronchitol]",0.950,api
"Tonsillitis",snomed,90176007,"Tonsillitis",0.950,api
"Tonsillitis",snomed,11461005,"Staphylococcal tonsillitis",0.950,api
"Tonsillitis",snomed,111816002,"Pneumococcal tonsillitis",0.950,api
"Tonsillitis",snomed,41582007,"Streptococcal tonsillitis",0.950,api
"Tonsillitis",snomed,232417005,"Vincent's tonsillitis",0.950,api
"Conjunctivitis",snomed,9826008,"Conjunctivitis",0.950,api
"Conjunctivitis",snomed,243321006,"Purulent conjunctivitis",0.950,api
"Conjunctivitis",snomed,243462001,"Mucopurulent conjunctivitis",0.950,api
"Conjunctivitis",snomed,45261009,"Viral conjunctivitis",0.950,api
"Conjunctivitis",snomed,73762008,"Chronic conjunctivitis",0.950,api
"Conjunctivitis",loinc,Conjunctivitis,"Conjunctivitis",0.950,api
"Conjunctivitis",loinc,NARS2 Fam Mut Anl Bld/T,"NARS2 Fam Mut Anl Bld/T",0.950,api
"Conjunctivitis",loinc,NARS2 Full Mut Anl Bld/T Seq,"NARS2 Full Mut Anl Bld/T Seq",0.950,api
"Glaucoma",snomed,23986001,"Glaucoma",0.950,api
"Glaucoma",snomed,204113001,"Congenital glaucoma",0.950,api
"Glaucoma",snomed,95717004,"Secondary glaucoma",0.950,api
"Glaucoma",snomed,833278008,"Glaucoma suspect",0.950,api
"Glaucoma",snomed,32893002,"Phacolytic glaucoma",0.950,api
"Glaucoma",loinc,Receive glaucoma tx PhenX,"Receive glaucoma tx PhenX",0.950,api
"Glaucoma",loinc,Glaucoma,"Glaucoma",0.950,api
"Glaucoma",loinc,Type of Glaucoma Ophthalmoscopy,"Type of Glaucoma Ophthalmoscopy",0.950,api
"Glaucoma",loinc,Treatment glaucoma PhenX,"Treatment glaucoma PhenX",0.950,api
"Glaucoma",loinc,Glaucoma drops currently PhenX,"Glaucoma drops currently PhenX",0.950,api
"Cataract",snomed,193570009,"Cataract",0.950,api
"Cataract",snomed,890350009,"Coralliform cataract",0.950,api
"Cataract",snomed,231967008,"Concussion cataract",0.950,api
"Cataract",snomed,123614006,"Partial cataract",0.950,api
"Cataract",snomed,79410001,"Congenital cataract",0.950,api
"Cataract",loinc,Cataract surgery ever PhenX,"Cataract surgery ever PhenX",0.950,api
"Cataract",loinc,Cataract Reported,"Cataract Reported",0.950,api
"Cataract",loinc,Cataracts, Glaucoma, or Macular Degeneration,"Cataracts, Glaucoma, or Macular Degeneration",0.950,api
"Cataract",loinc,Cataracts,"Cataracts",0.950,api
"Macular degeneration",snomed,1296526000,"Disciform macular degeneration",0.950,api
"Macular degeneration",snomed,312898002,"Myopic macular degeneration",0.950,api
"Macular degeneration",snomed,264633009,"Drusen stage macular degeneration",0.950,api
"Macular degeneration",snomed,267718000,"Age related macular degeneration",0.950,api
"Macular degeneration",snomed,16535401000119102,"History of macular degeneration",0.950,api
"Macular degeneration",loinc,Macular degeneration,"Macular degeneration",0.950,api
"Macular degeneration",loinc,Cataracts, Glaucoma, or Macular Degeneration,"Cataracts, Glaucoma, or Macular Degeneration",0.950,api
"Macular degeneration",loinc,CNGB3 Mut Anl Bld/T,"CNGB3 Mut Anl Bld/T",0.950,api
"Hearing loss",snomed,15188001,"Hearing loss",0.950,api
"Hearing loss",snomed,79471008,"Sudden hearing loss",0.950,api
"Hearing loss",snomed,95821001,"Neonatal hearing loss",0.950,api
"Hearing loss",snomed,42853003,"Paradoxic hearing loss",0.950,api
"Hearing loss",snomed,788953003,"Hereditary hearing loss",0.950,api
"Hearing loss",loinc,Hearing loss meningitis enceph PhenX,"Hearing loss meningitis enceph PhenX",0.950,api
"Hearing loss",loinc,Hearing Loss -Imp,"Hearing Loss -Imp",0.950,api
"Hearing loss",loinc,PhenX measure - personal and family history of hearing loss,"PhenX measure - personal and family history of hearing loss",0.950,api
"Hearing loss",loinc,PhenX - personal and family history of hearing loss protocol 201501,"PhenX - personal and family history of hearing loss protocol 201501",0.950,api
"Hearing loss",loinc,Hearing loss NBS comment/discussion,"Hearing loss NBS comment/discussion",0.950,api
"Tinnitus",snomed,60862001,"Tinnitus",0.950,api
"Tinnitus",snomed,28715001,"Objective tinnitus",0.950,api
"Tinnitus",snomed,95824009,"Nervous tinnitus",0.950,api
"Tinnitus",snomed,866003005,"Tonal tinnitus",0.950,api
"Tinnitus",snomed,95823003,"Leudet's tinnitus",0.950,api
"Tinnitus",loinc,Tinnitus anxious PhenX,"Tinnitus anxious PhenX",0.950,api
"Tinnitus",loinc,Tinnitus irritable PhenX,"Tinnitus irritable PhenX",0.950,api
"Tinnitus",loinc,Tinnitus insecure PhenX,"Tinnitus insecure PhenX",0.950,api
"Tinnitus",loinc,Tinnitus no longer cope PhenX,"Tinnitus no longer cope PhenX",0.950,api
"Tinnitus",loinc,Tinnitus worse under stress PhenX,"Tinnitus worse under stress PhenX",0.950,api
"Vertigo",snomed,399153001,"Vertigo",0.950,api
"Vertigo",snomed,702929001,"Vertigo clinic",0.950,api
"Vertigo",snomed,449835009,"Nocturnal vertigo",0.950,api
"Vertigo",snomed,63024004,"Alternobaric vertigo",0.950,api
"Vertigo",snomed,232286009,"Syncopal vertigo",0.950,api
"Vertigo",loinc,Dizziness, vertigo,"Dizziness, vertigo",0.950,api
"Vertigo",loinc,Dizziness or vertigo,"Dizziness or vertigo",0.950,api
"Vertigo",loinc,PhenX - vertigo protocol 201101,"PhenX - vertigo protocol 201101",0.950,api
"Vertigo",loinc,PhenX measure - vertigo,"PhenX measure - vertigo",0.950,api
"Allergic rhinitis",snomed,61582004,"Allergic rhinitis",0.950,api
"Allergic rhinitis",snomed,446096008,"Perennial allergic rhinitis",0.950,api
"Allergic rhinitis",snomed,311000119101,"Non-allergic rhinitis",0.950,api
"Allergic rhinitis",snomed,367498001,"Seasonal allergic rhinitis",0.950,api
"Allergic rhinitis",snomed,403457003,"Congestive non-allergic rhinitis",0.950,api
"Food allergy",snomed,414285001,"Allergy to food",0.950,api
"Food allergy",snomed,432807008,"Pollen-food allergy",0.950,api
"Food allergy",snomed,409002,"Food allergy diet",0.950,api
"Food allergy",snomed,762616007,"History of food allergy",0.950,api
"Food allergy",snomed,16067171000119102,"Allergy to food additive",0.950,api
"Food allergy",loinc,Food allergen panel,"Food allergen panel",0.950,api
"Food allergy",loinc,Deprecated Food Allerg Mix2 IgE Ql,"Deprecated Food Allerg Mix2 IgE Ql",0.950,api
"Food allergy",loinc,Food Allerg Mix74 IgE Ql,"Food Allerg Mix74 IgE Ql",0.950,api
"Food allergy",loinc,Food Allerg Mix74 IgE Qn,"Food Allerg Mix74 IgE Qn",0.950,api
"Food allergy",loinc,Food Allerg Mix2 IgE Ql,"Food Allerg Mix2 IgE Ql",0.950,api
"Anaphylaxis",snomed,39579001,"Anaphylaxis",0.950,api
"Anaphylaxis",snomed,1268344005,"Postoperative anaphylaxis",0.950,api
"Anaphylaxis",snomed,241954008,"Idiopathic anaphylaxis",0.950,api
"Anaphylaxis",snomed,14654002,"Localized anaphylaxis",0.950,api
"Anaphylaxis",snomed,91941002,"Food anaphylaxis",0.950,api
"Anaphylaxis",loinc,Anaphylaxis action plan,"Anaphylaxis action plan",0.950,api
"Angioedema",snomed,41291007,"Angioedema",0.950,api
"Angioedema",snomed,846575004,"Angioedema",0.950,api
"Angioedema",snomed,82966003,"Hereditary angioedema",0.950,api
"Angioedema",snomed,724831003,"Physical angioedema",0.950,api
"Angioedema",snomed,402387002,"Allergic angioedema",0.950,api
"Angioedema",loinc,Heredit angio ed multi analy Bld,"Heredit angio ed multi analy Bld",0.950,api
"Angioedema",loinc,SERPING1 Mut Anl Bld/T,"SERPING1 Mut Anl Bld/T",0.950,api
